Asset,Company,Country,Region,Sector,Facility_ID,Facility_Name,Facility_Type,Reporting_Year,Month,Emission_Type,Emission_Value_tCO2e,Emission_Method,Emission_Factor_Source,Regulator,Scope_1_tCO2e,Scope_2_tCO2e,Scope_3_tCO2e,Energy_Consumed_kWh,Flaring_Volume_Mscf,Methane_tons,Production_Volume,Production_Unit,Industry_Code,Data_Quality,Data_Type,Dataset_Version,Source,Latitude,Longitude,Facility_Status,Notes,Total_Emissions
Blending Station 193,Sequoia Refining,South Africa,Africa,Petrochemicals,FAC-193,Silverline Blending Station 193,Blending Station,2023,5,Total_GHG,1702.965,Direct Measurement,EPA AP-42,EU ETS,570.282,140.882,991.801,338548.28,1326.404,9.535,6218.6,tons/day,325110,Medium,Synthetic,v1.0,Generated,-26.3485,31.1776,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1702.965
Mine 194,Delta Petroleum,Qatar,Middle East,Mining,FAC-194,Lakeside Open-Pit Mine 194,Open-Pit Mine,2022,9,Total_GHG,1067.205,Direct Measurement,EU EMEP/EEA,EU ETS,485.355,91.067,490.783,224840.68,24.117,13.218,6291.26,tons/day,212299,Low,Synthetic,v1.0,Generated,24.7709,50.2171,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1067.205
Compressor 195,Terra Minerals,Qatar,Middle East,Oil & Gas,FAC-195,Eagle Compressor Station 195,Compressor Station,2021,4,Total_GHG,2083.216,Direct Measurement,EPA AP-42,National Authority,994.919,80.676,1007.621,186977.33,664.262,32.246,1472.85,MMscf,211120,Medium,Synthetic,v1.0,Generated,24.7408,50.0869,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2083.216
Gas Plant 196,Sequoia Refining,Australia,Asia-Pacific,Oil & Gas,FAC-196,Silverline Onshore Gas Plant 196,Onshore Gas Plant,2023,1,Total_GHG,2610.112,Hybrid,EPA AP-42,Local Authority,1033.806,55.329,1520.977,164154.65,561.037,34.0,1362.57,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,-24.4184,122.1828,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2610.112
Concentrator 197,Nexus Petrochem,UK,Europe,Mining,FAC-197,Pioneer Concentrator 197,Concentrator,2019,6,Total_GHG,1148.694,Hybrid,IEA 2023,National Authority,539.937,99.801,508.956,218478.82,39.014,15.023,6565.57,MWh,212299,Medium,Synthetic,v1.0,Generated,53.3058,-0.1621,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1148.694
Offshore Platform 198,Terra Minerals,Qatar,Middle East,Oil & Gas,FAC-198,Sunset Offshore Platform 198,Offshore Platform,2023,11,Total_GHG,2157.699,Emission Factor,IEA 2023,Local Authority,1055.906,65.911,1035.882,158425.73,962.953,34.849,1350.16,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,25.5722,51.6017,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2157.699
Smelter 199,Sequoia Refining,Australia,Asia-Pacific,Mining,FAC-199,Northshore Smelter 199,Smelter,2024,3,Total_GHG,1048.372,Hybrid,IEA 2023,EU ETS,493.83,120.572,433.97,270685.3,158.398,11.852,8572.78,MWh,212299,Medium,Synthetic,v1.0,Generated,-26.9841,151.6141,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1048.372
Cracker Unit 200,Gamma Mining Corp,Canada,North America,Petrochemicals,FAC-200,Granite Cracker Unit 200,Cracker Unit,2023,7,Total_GHG,1159.522,Emission Factor,EPA AP-42,Local Authority,370.697,90.344,698.481,199540.47,504.234,6.983,3615.18,tons/day,325110,High,Synthetic,v1.0,Generated,69.9141,-71.3888,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1159.522
Smelter 201,Sequoia Refining,USA,North America,Mining,FAC-201,Westfield Smelter 201,Smelter,2022,2,Total_GHG,1458.647,Emission Factor,EU EMEP/EEA,EU ETS,665.391,137.601,655.655,333997.26,153.519,18.022,8759.64,MWh,212299,Medium,Synthetic,v1.0,Generated,31.2666,-100.3862,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1458.647
Smelter 202,Sequoia Refining,USA,North America,Mining,FAC-202,Cedar Smelter 202,Smelter,2023,4,Total_GHG,1038.364,Emission Factor,EPA AP-42,US EPA,527.967,132.413,377.984,365643.51,78.903,12.164,9855.32,tons/day,212299,Medium,Synthetic,v1.0,Generated,36.5673,-109.0465,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1038.364
Concentrator 203,Delta Petroleum,South Africa,Africa,Mining,FAC-203,Oakridge Concentrator 203,Concentrator,2019,8,Total_GHG,870.728,Direct Measurement,IPCC 2019,US EPA,406.666,176.308,287.754,420807.77,188.67,6.508,11482.42,tons/day,212299,Medium,Synthetic,v1.0,Generated,-30.7711,32.2068,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,870.728
Cracker Unit 204,Terra Minerals,USA,North America,Petrochemicals,FAC-204,Granite Cracker Unit 204,Cracker Unit,2021,10,Total_GHG,1874.131,Emission Factor,EU EMEP/EEA,US EPA,750.664,130.975,992.492,384632.41,1179.16,13.872,7466.91,MWh,325110,Medium,Synthetic,v1.0,Generated,45.3523,-102.4706,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1874.131
Polymer Plant 205,Vertex LNG,Canada,North America,Petrochemicals,FAC-205,Silverline Polymer Plant 205,Polymer Plant,2018,1,Total_GHG,1134.095,Hybrid,EPA AP-42,Local Authority,471.696,75.82,586.579,211822.76,304.523,10.375,3789.92,MWh,325110,High,Synthetic,v1.0,Generated,61.8526,-99.5138,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1134.095
Concentrator 206,Orion Upstream,Qatar,Middle East,Mining,FAC-206,Riverview Concentrator 206,Concentrator,2022,11,Total_GHG,1259.656,Emission Factor,IPCC 2019,EU ETS,591.077,92.358,576.221,206152.51,91.72,17.583,5640.95,tons/day,212299,High,Synthetic,v1.0,Generated,24.5593,50.3598,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1259.656
Aromatics Unit 207,Vertex LNG,UAE,Middle East,Petrochemicals,FAC-207,Northshore Aromatics Unit 207,Aromatics Unit,2021,2,Total_GHG,1211.867,Hybrid,EPA AP-42,Local Authority,503.417,114.786,593.664,317472.75,429.852,7.257,6120.53,tons/day,325110,High,Synthetic,v1.0,Generated,23.0039,55.2925,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1211.867
Polymer Plant 208,Sequoia Refining,South Africa,Africa,Petrochemicals,FAC-208,Highland Polymer Plant 208,Polymer Plant,2020,6,Total_GHG,2341.219,Hybrid,EPA AP-42,National Authority,781.672,166.859,1392.688,352726.16,559.148,17.563,6079.16,MWh,325110,Medium,Synthetic,v1.0,Generated,-26.2016,26.0766,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2341.219
Refinery 209,Gamma Mining Corp,Saudi Arabia,Middle East,Oil & Gas,FAC-209,Highland Refinery 209,Refinery,2023,5,Total_GHG,1755.724,Direct Measurement,IPCC 2019,EU ETS,660.542,77.286,1017.896,162883.54,763.45,20.101,1422.44,MMscf,211120,Medium,Synthetic,v1.0,Generated,19.4233,38.7532,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1755.724
Cracker Unit 210,Delta Petroleum,Norway,Europe,Petrochemicals,FAC-210,Pioneer Cracker Unit 210,Cracker Unit,2022,1,Total_GHG,2562.387,Direct Measurement,IEA 2023,Local Authority,1012.488,275.243,1274.656,586804.41,1948.409,17.705,10618.24,MWh,325110,High,Synthetic,v1.0,Generated,63.1616,7.4844,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2562.387
Polymer Plant 211,Alpha Energy,USA,North America,Petrochemicals,FAC-211,Granite Polymer Plant 211,Polymer Plant,2024,8,Total_GHG,1979.853,Hybrid,EU EMEP/EEA,Local Authority,718.653,124.228,1136.972,316064.53,274.871,15.959,5691.37,MWh,325110,Low,Synthetic,v1.0,Generated,40.9252,-74.0986,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1979.853
Refinery 212,Vertex LNG,UAE,Middle East,Oil & Gas,FAC-212,Highland Refinery 212,Refinery,2018,1,Total_GHG,2252.624,Emission Factor,EPA AP-42,EU ETS,1168.506,74.125,1009.993,187029.37,757.619,38.228,1608.81,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,23.4631,52.299,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2252.624
Compressor 213,Terra Minerals,Qatar,Middle East,Oil & Gas,FAC-213,Silverline Compressor Station 213,Compressor Station,2023,7,Total_GHG,3114.392,Emission Factor,EPA AP-42,National Authority,1040.525,88.493,1985.374,196995.34,784.132,33.186,1723.32,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,24.7895,50.3265,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,3114.392
Gas Plant 214,Beta Oilfield Services,India,Asia-Pacific,Oil & Gas,FAC-214,Sunset Onshore Gas Plant 214,Onshore Gas Plant,2021,4,Total_GHG,1353.515,Direct Measurement,IPCC 2019,EU ETS,418.135,62.184,873.196,143139.8,714.38,11.517,1310.91,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,20.3546,73.4427,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1353.515
Concentrator 215,Vertex LNG,Saudi Arabia,Middle East,Mining,FAC-215,Granite Concentrator 215,Concentrator,2018,3,Total_GHG,1004.135,Hybrid,IEA 2023,National Authority,593.561,88.051,322.523,194579.57,53.656,17.351,6080.67,MWh,212299,Medium,Synthetic,v1.0,Generated,22.9553,45.8714,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1004.135
Cracker Unit 216,Delta Petroleum,India,Asia-Pacific,Petrochemicals,FAC-216,Oakridge Cracker Unit 216,Cracker Unit,2019,8,Total_GHG,1981.322,Emission Factor,IEA 2023,Local Authority,834.707,117.289,1029.326,345431.25,293.256,20.069,5776.6,MWh,325110,Medium,Synthetic,v1.0,Generated,22.7065,69.8792,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1981.322
Refinery 217,Delta Petroleum,Qatar,Middle East,Oil & Gas,FAC-217,Highland Refinery 217,Refinery,2022,2,Total_GHG,1440.943,Direct Measurement,EU EMEP/EEA,US EPA,709.514,38.922,692.507,102581.76,138.027,23.297,947.95,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,24.649,50.3347,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1440.943
Cracker Unit 218,Alpha Energy,Saudi Arabia,Middle East,Petrochemicals,FAC-218,Westfield Cracker Unit 218,Cracker Unit,2019,8,Total_GHG,2023.33,Emission Factor,EU EMEP/EEA,Local Authority,725.872,83.893,1213.565,245620.09,390.95,18.95,4208.65,MWh,325110,Medium,Synthetic,v1.0,Generated,25.6686,44.5199,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2023.33
Polymer Plant 219,Terra Minerals,Saudi Arabia,Middle East,Petrochemicals,FAC-219,Sunset Polymer Plant 219,Polymer Plant,2024,9,Total_GHG,1568.111,Direct Measurement,EPA AP-42,EU ETS,588.414,83.54,896.157,208352.59,646.334,14.598,3826.97,tons/day,325110,High,Synthetic,v1.0,Generated,20.8552,41.0259,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1568.111
Blending Station 220,Delta Petroleum,Australia,Asia-Pacific,Petrochemicals,FAC-220,Riverview Blending Station 220,Blending Station,2022,5,Total_GHG,1695.528,Emission Factor,IEA 2023,US EPA,830.322,110.551,754.655,240453.5,494.424,21.811,4741.26,MWh,325110,High,Synthetic,v1.0,Generated,-18.6523,144.0979,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1695.528
Smelter 221,Terra Minerals,South Africa,Africa,Mining,FAC-221,Granite Smelter 221,Smelter,2019,10,Total_GHG,1533.87,Hybrid,EU EMEP/EEA,Local Authority,803.579,264.263,466.028,589657.98,64.65,18.137,15512.63,tons/day,212299,Medium,Synthetic,v1.0,Generated,-25.5842,21.8391,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1533.87
Aromatics Unit 222,Terra Minerals,USA,North America,Petrochemicals,FAC-222,Westfield Aromatics Unit 222,Aromatics Unit,2019,9,Total_GHG,1071.552,Emission Factor,IPCC 2019,Local Authority,405.393,50.743,615.416,145553.22,143.023,10.07,2629.77,tons/day,325110,Medium,Synthetic,v1.0,Generated,42.6232,-75.6015,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1071.552
Mine 223,Gamma Mining Corp,Norway,Europe,Mining,FAC-223,Oakridge Open-Pit Mine 223,Open-Pit Mine,2019,9,Total_GHG,1677.487,Hybrid,EPA AP-42,EU ETS,775.216,167.222,735.049,433244.97,207.66,20.125,11390.8,MWh,212299,Medium,Synthetic,v1.0,Generated,65.1496,18.122,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1677.487
Aromatics Unit 224,Orion Upstream,India,Asia-Pacific,Petrochemicals,FAC-224,Silverline Aromatics Unit 224,Aromatics Unit,2018,5,Total_GHG,1220.21,Hybrid,EPA AP-42,EU ETS,436.009,67.806,716.395,209619.48,247.555,9.653,3468.94,tons/day,325110,High,Synthetic,v1.0,Generated,16.95,75.9418,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1220.21
Offshore Platform 225,Epsilon Resources,Saudi Arabia,Middle East,Oil & Gas,FAC-225,Highland Offshore Platform 225,Offshore Platform,2024,5,Total_GHG,1891.239,Hybrid,IPCC 2019,Local Authority,575.106,43.222,1272.911,108563.56,241.555,18.519,892.37,MMscf,211120,High,Synthetic,v1.0,Generated,29.3444,37.7479,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1891.239
Mine 226,Alpha Energy,Saudi Arabia,Middle East,Mining,FAC-226,Cedar Open-Pit Mine 226,Open-Pit Mine,2024,2,Total_GHG,1312.474,Emission Factor,IEA 2023,Local Authority,619.895,145.561,547.018,442890.38,222.4,13.925,12056.77,tons/day,212299,Medium,Synthetic,v1.0,Generated,21.219,46.2571,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1312.474
Compressor 227,Vertex LNG,South Africa,Africa,Oil & Gas,FAC-227,Cedar Compressor Station 227,Compressor Station,2020,7,Total_GHG,2012.089,Direct Measurement,IEA 2023,National Authority,651.702,46.127,1314.26,115232.68,585.614,20.878,1047.75,MMscf,211120,Medium,Synthetic,v1.0,Generated,-27.0969,19.3512,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2012.089
Polymer Plant 228,Terra Minerals,South Africa,Africa,Petrochemicals,FAC-228,Lakeside Polymer Plant 228,Polymer Plant,2018,5,Total_GHG,1290.21,Hybrid,IPCC 2019,Local Authority,578.721,84.788,626.701,241921.69,483.989,13.479,4241.85,MWh,325110,High,Synthetic,v1.0,Generated,-22.0351,25.8637,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1290.21
Processing Plant 229,Vertex LNG,USA,North America,Mining,FAC-229,Oakridge Processing Plant 229,Processing Plant,2020,3,Total_GHG,1077.912,Hybrid,IPCC 2019,Local Authority,657.921,107.511,312.48,238265.76,8.772,18.762,7379.71,tons/day,212299,High,Synthetic,v1.0,Generated,47.1811,-110.4576,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1077.912
Gathering Hub 230,Delta Petroleum,UK,Europe,Oil & Gas,FAC-230,Eagle Gathering Hub 230,Gathering Hub,2021,10,Total_GHG,2292.865,Direct Measurement,EPA AP-42,US EPA,1147.043,69.877,1075.945,193633.19,1062.458,37.603,1553.02,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,54.3714,-0.4964,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2292.865
Compressor 231,Epsilon Resources,Saudi Arabia,Middle East,Oil & Gas,FAC-231,Oakridge Compressor Station 231,Compressor Station,2021,4,Total_GHG,2815.008,Emission Factor,IPCC 2019,US EPA,1070.802,54.791,1689.415,156622.34,217.638,35.863,1191.6,MWh,211120,High,Synthetic,v1.0,Generated,28.9642,34.2862,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2815.008
Smelter 232,Nexus Petrochem,Norway,Europe,Mining,FAC-232,Granite Smelter 232,Smelter,2023,5,Total_GHG,1278.785,Emission Factor,IEA 2023,EU ETS,646.714,91.204,540.867,280873.35,101.702,18.222,7553.76,MWh,212299,High,Synthetic,v1.0,Generated,58.2388,22.7921,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1278.785
Refinery 233,Nexus Petrochem,Australia,Asia-Pacific,Oil & Gas,FAC-233,Oakridge Refinery 233,Refinery,2023,4,Total_GHG,1324.304,Hybrid,IEA 2023,EU ETS,617.87,46.272,660.162,131053.43,1236.124,19.264,1173.62,MWh,211120,High,Synthetic,v1.0,Generated,-12.8273,138.273,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1324.304
Polymer Plant 234,Nexus Petrochem,Norway,Europe,Petrochemicals,FAC-234,Riverview Polymer Plant 234,Polymer Plant,2020,2,Total_GHG,1237.345,Emission Factor,EU EMEP/EEA,Local Authority,376.601,106.511,754.233,223920.49,690.911,5.857,4345.82,tons/day,325110,High,Synthetic,v1.0,Generated,66.531,19.686,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1237.345
Offshore Platform 235,Alpha Energy,South Africa,Africa,Oil & Gas,FAC-235,Sunset Offshore Platform 235,Offshore Platform,2019,10,Total_GHG,1536.683,Direct Measurement,EU EMEP/EEA,National Authority,488.594,78.574,969.515,198921.41,331.69,12.577,1831.25,MWh,211120,High,Synthetic,v1.0,Generated,-26.5966,27.0841,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1536.683
Refinery 236,Nexus Petrochem,USA,North America,Oil & Gas,FAC-236,Lakeside Refinery 236,Refinery,2023,11,Total_GHG,2930.291,Direct Measurement,EU EMEP/EEA,National Authority,1132.15,68.512,1729.629,184181.14,1722.943,36.68,1680.68,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,47.2104,-68.8885,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2930.291
Concentrator 237,Nexus Petrochem,South Africa,Africa,Mining,FAC-237,Eagle Concentrator 237,Concentrator,2022,11,Total_GHG,478.344,Hybrid,IPCC 2019,National Authority,213.585,78.557,186.202,194933.78,53.375,3.774,5546.63,tons/day,212299,Medium,Synthetic,v1.0,Generated,-22.7303,26.579,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,478.344
Offshore Platform 238,Epsilon Resources,India,Asia-Pacific,Oil & Gas,FAC-238,Highland Offshore Platform 238,Offshore Platform,2021,3,Total_GHG,1973.577,Direct Measurement,IEA 2023,National Authority,736.145,52.995,1184.437,158444.28,949.232,23.481,1218.27,MWh,211120,High,Synthetic,v1.0,Generated,15.9608,74.0911,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1973.577
Compressor 239,Sequoia Refining,UK,Europe,Oil & Gas,FAC-239,Granite Compressor Station 239,Compressor Station,2023,11,Total_GHG,1790.349,Hybrid,IEA 2023,National Authority,706.041,59.811,1024.497,148116.26,230.49,22.479,1182.65,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,57.0604,-7.0982,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1790.349
Gas Plant 240,Sequoia Refining,Norway,Europe,Oil & Gas,FAC-240,Silverline Onshore Gas Plant 240,Onshore Gas Plant,2018,7,Total_GHG,1322.162,Emission Factor,IPCC 2019,National Authority,433.796,61.102,827.264,173360.28,705.136,11.916,1371.01,MWh,211120,High,Synthetic,v1.0,Generated,60.1076,8.7598,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1322.162
Gathering Hub 241,Vertex LNG,UK,Europe,Oil & Gas,FAC-241,Pioneer Gathering Hub 241,Gathering Hub,2021,8,Total_GHG,1806.57,Direct Measurement,EPA AP-42,US EPA,846.219,31.278,929.073,88550.92,699.416,28.703,818.72,MWh,211120,High,Synthetic,v1.0,Generated,51.735,-1.4053,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1806.57
Aromatics Unit 242,Orion Upstream,Canada,North America,Petrochemicals,FAC-242,Riverview Aromatics Unit 242,Aromatics Unit,2019,11,Total_GHG,1226.492,Direct Measurement,EU EMEP/EEA,US EPA,391.87,99.212,735.41,266947.91,668.375,6.246,4439.57,tons/day,325110,High,Synthetic,v1.0,Generated,44.3238,-103.3078,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1226.492
Aromatics Unit 243,Orion Upstream,Australia,Asia-Pacific,Petrochemicals,FAC-243,Lakeside Aromatics Unit 243,Aromatics Unit,2022,1,Total_GHG,1971.44,Hybrid,EPA AP-42,EU ETS,919.15,109.523,942.767,262384.72,748.813,24.994,4786.27,tons/day,325110,Medium,Synthetic,v1.0,Generated,-24.3111,122.9741,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1971.44
Blending Station 244,Vertex LNG,Norway,Europe,Petrochemicals,FAC-244,Highland Blending Station 244,Blending Station,2019,1,Total_GHG,1846.424,Hybrid,IEA 2023,US EPA,840.272,114.548,891.604,296566.49,231.954,21.223,5260.13,MWh,325110,Medium,Synthetic,v1.0,Generated,69.4876,11.0508,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1846.424
Mine 245,Epsilon Resources,UAE,Middle East,Mining,FAC-245,Northshore Open-Pit Mine 245,Open-Pit Mine,2018,11,Total_GHG,630.774,Emission Factor,IPCC 2019,EU ETS,274.09,75.663,281.021,202269.67,61.723,6.01,5530.91,MWh,212299,High,Synthetic,v1.0,Generated,24.0268,52.6196,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,630.774
